pdb_id,experimental_method,experiment_data_available,title,entry_authors,sample_preparation_method,detector,detector_type,synchrotron_beamline,beam_source_name,diffraction_protocol,structure_determination_method,refinement_software,spacegroup,beam_source_type,synchrotron_site,structure_solution_software,data_reduction_software,data_scaling_software,phasing_method,SG_center_name,SG_full_name,crystallisation_reservoir,crystallisation_ph,pfam_accession,pfam_name,pfam_clan_name,pfam_description,interpro_accession,interpro_name,cath_code,cath_class,cath_architecture,cath_topology,cath_homologous_superfamily,ec_number,enzyme_name,enzyme_systematic_name,ec_hierarchy_name,go_id,biological_process,biological_function,biological_cell_component,scop_class,scop_fold,scop_superfamily,scop_family,uniprot_accession,uniprot_id,uniprot_coverage,bmrb_id,emdb_id,entity_weight,number_of_polymers,number_of_polymer_residues,number_of_polymer_entities,number_of_bound_entities,number_of_protein_chains,max_observed_residues,molecule_name,all_molecule_name,modified_residue_flag,molecule_type,mutation_type,molecule_synonym,gene_name,entity_id
2k0a,Solution NMR,y,"1H, 15N and 13C chemical shift assignments for Rds3 protein","Loening N,van Roon A,Yang J,Nagai K,Neuhaus D",Engineered,,,,,,,,,,,,,,,,,,,,,,,IPR005345,PHF5-like,,,,,,,,,,"GO:0009410,GO:0000245,GO:0006397,GO:0000398,GO:0008380,GO:0003674,GO:0005634,GO:0005686,GO:0005681,GO:0071011","response to xenobiotic stimulus,spliceosomal complex assembly,mRNA processing,mRNA splicing\, via spliceosome,RNA splicing",molecular_function,"nucleus,U2 snRNP,spliceosomal complex,precatalytic spliceosome",,,,,Q06835,RDS3_YEAST,0.99,,,12353.559,1,221,1,1,1,109,Pre-mRNA-splicing factor RDS3,,N,Protein,Expression tag,"Regulator of drug sensitivity 3,Pre-mRNA-splicing factor RDS3","YPR094W,P9513.2,RDS3",1
5m9d,Solution NMR,y,Solution structure of Rtt103 CTD-interacting domain bound to a Ser2Ser7 phosphorylated CTD peptide,"Jasnovidova O,Kubicek K,Stefl R",Synthetic,,,,,,,,,,,,,,,,,,,,,,,IPR000684,"RNA polymerase II\, heptapeptide repeat\, eukaryotic",,,,,,2.7.7.6,DNA-directed RNA polymerase,Nucleoside-triphosphate:RNA nucleotidyltransferase (DNA-directed),"Transferases,Transferring phosphorus-containing groups,Nucleotidyltransferases,DNA-directed RNA polymerase","GO:0006366,GO:0003677,GO:0005665",transcription by RNA polymerase II,DNA binding,"RNA polymerase II\, core complex",,,,,P04050,RPB1_YEAST,0.01,34058,,1965.594,2,474,2,0,2,16,DNA-directed RNA polymerase II subunit RPB1,,Y,Protein,,"DNA-directed RNA polymerase II subunit RPB1,RNA polymerase II subunit 1,RNA polymerase II subunit B1,DNA-directed RNA polymerase III largest subunit,RNA polymerase II subunit B220","RPB1,SUA8,RPB220,RPO21,YDL140C,D2150",2
1n6z,Solution NMR,y,Solution NMR Structure of Protein YML108W from Saccharomyces cerevisiae. A novel member of the split bab fold. Northeast Structural Genomics Consortium Target YT601.,"Pineda-Lucena A,Arrowsmith CH,Northeast Structural Genomics Consortium (NESG)",Engineered,,,,,Single wavelength,,,,,,,,,,NESG,Northeast Structural Genomics Consortium,,,PF08987,DUF1892,,Protein of unknown function (DUF1892),"IPR035946,IPR015080","YML108W-like superfamily,Protein of unknown function DUF1892",3.10.20.250,Alpha Beta,Roll,Ubiquitin-like (UB roll),YML108W-like,,,,,"GO:0008150,GO:0003674,GO:0005634,GO:0005737",biological_process,molecular_function,"nucleus,cytoplasm",Alpha and beta proteins (a+b),Hypothetical protein Yml108w,Hypothetical protein Yml108w,Hypothetical protein Yml108w,Q03759,YMK8_YEAST,1.0,5568,,12355.082,1,210,1,0,1,105,Hypothetical 12.3 kDa protein in ZDS2-URA5 intergenic region,,N,Protein,,Uncharacterized protein YML108W,"YML108W,YM8339.11",1
2aiv,Solution NMR,y,Multiple conformations in the ligand-binding site of the yeast nuclear pore targeting domain of NUP116P,"Robinson MA,Park S,Sun Z-YJ,Silver P,Wagner G,Hogle J",Engineered,,,,,,,,,,,,,,,,,,,PF04096,Nucleoporin2,Gain,Nucleoporin autopeptidase,"IPR037637,IPR037665,IPR007230,IPR036903","Nuclear pore complex protein NUP98-NUP96,Nucleoporin peptidase S59-like,Peptidase S59\, nucleoporin,Peptidase S59\, nucleoporin superfamily",3.30.1610.10,Alpha Beta,2-Layer Sandwich,c-terminal autoproteolytic domain of nucleoporin nup98,"Peptidase S59\, nucleoporin",,,,,"GO:0006913,GO:0017056,GO:0005643",nucleocytoplasmic transport,structural constituent of nuclear pore,nuclear pore,,,,,Q02630,NU116_YEAST,0.13,,,16808.256,1,298,1,0,1,149,Nucleoporin NUP116/NSP116,,N,Protein,Cloning artifact,"Nuclear pore protein NUP116/NSP116,Nucleoporin NUP116/NSP116","NUP116,NSP116,YMR047C,YM9532.12C",1
2go9,Solution NMR,y,RRM domains 1 and 2 of Prp24 from S. cerevisiae,"Reiter NJ,Lee DH,Tonelli M,Kwan SK,Brow DA,Butcher SE",Engineered,,,,,Single wavelength,,,P 1,,,,,,,,,,,PF00076,RRM_1,RRM,"RNA recognition motif. (a.k.a. RRM\, RBD\, or RNP domain)","IPR034398,IPR000504,IPR012677,IPR034397,IPR035979","Prp24\, RNA recognition motif2,RNA recognition motif domain,Nucleotide-binding alpha-beta plait domain superfamily,Prp24\, RNA recognition motif1,RNA-binding domain superfamily","3.30.70.330,3.30.70.330","Alpha Beta,Alpha Beta","2-Layer Sandwich,2-Layer Sandwich","Alpha-Beta Plaits,Alpha-Beta Plaits","Alpha-Beta Plaits,RRM (RNA recognition motif) domain",,,,,GO:0003676,,nucleic acid binding,,,,,,P49960,PRP24_YEAST,0.36,,,18626.576,1,322,1,0,1,161,U4/U6 snRNA-associated-splicing factor PRP24,,N,Protein,Initiating methionine,"U4/U6 snRNA-associated-splicing factor PRP24,U4/U6 snRNP protein","PRP24,YMR268C,YM8156.10C",1
1wr1,Solution NMR,,The complex sturcture of Dsk2p UBA with ubiquitin,"Ohno A,Jee JG,Fujiwara K,Tenno T,Goda N,Tochio H,Hiroaki H,kobayashi H,Shirakawa M",Engineered,,,,,Single wavelength,,,,,,,,,,,,,,PF00240,ubiquitin,Ubiquitin,Ubiquitin family,"IPR019956,IPR029071,IPR000626","Ubiquitin domain,Ubiquitin-like domain superfamily,Ubiquitin-like domain",3.10.20.90,Alpha Beta,Roll,Ubiquitin-like (UB roll),"Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A\, domain 1",,,,,,,,,Alpha and beta proteins (a+b),beta-Grasp (ubiquitin-like),Ubiquitin-like,Ubiquitin-related,P0CG63,UBI4P_YEAST,0.2,,,8568.769,2,268,2,0,2,76,Ubiquitin,,N,Protein,,"Ubiquitin,Polyubiquitin","UBI4,SCD2,YLL039C",1
2jmi,Solution NMR,,NMR solution structure of PHD finger fragment of Yeast Yng1 protein in free state,"Ilin S,Taverna SD,Rogers RS,Tanny JC,Lavender H,Li H,Baker L,Boyle J,Blair LP,Chait BT,Patel DJ,Aitchison JD,Tackett AJ,Allis CD",Engineered,,,,,Single wavelength,,,P 1,,,,,,,,,,,,,,,"IPR013083,IPR001965,IPR028651,IPR011011","Zinc finger\, RING/FYVE/PHD-type,Zinc finger\, PHD-type,ING family,Zinc finger\, FYVE/PHD-type",3.30.40.10,Alpha Beta,2-Layer Sandwich,Herpes Virus-1,"Zinc/RING finger domain\, C3HC4 (zinc finger)",,,,,,,,,,,,,Q08465,YNG1_YEAST,0.36,,,10269.64,1,182,1,1,1,60,Protein YNG1,,N,Protein,Cloning artifact,"ING1 homolog 1,Protein YNG1","YNG1,YOR064C,YOR29-15",1
2mnj,Solution NMR,y,NMR solution structure of the yeast Pih1 and Tah1 C-terminal domains complex,"Quinternet M,Jacquemin C,Charpentier B,Manival X",Engineered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P25638,TAH1_YEAST,0.17,19688,,2555.813,2,222,2,0,2,23,TPR repeat-containing protein associated with Hsp90,,N,Protein,Expression tag,TPR repeat-containing protein associated with Hsp90,"TAH1,YCR060W,YCR60W",1
1j4k,Solution NMR,,SOLUTION STRUCTURE OF THE FHA2 DOMAIN OF RAD53 COMPLEXED WITH A PHOSPHOTYROSYL PEPTIDE DERIVED FROM RAD9,"Byeon I-JL,Yongkiettrakul S,Tsai M-D",Engineered,,,,,,,,P 1,,,,,,,,,,,PF00498,FHA,SMAD-FHA,FHA domain,"IPR000253,IPR008984","Forkhead-associated (FHA) domain,SMAD/FHA domain superfamily",2.60.200.20,Mainly Beta,Sandwich,Tumour Suppressor Smad4,Tumour Suppressor Smad4,2.7.12.1,Dual-specificity kinase,ATP:protein phosphotransferase (Ser/Thr- and Tyr-phosphorylating),"Transferases,Transferring phosphorus-containing groups,Dual-specificity kinases (those acting on Ser/Thr and Tyr residues),Dual-specificity kinase",,,,,All beta proteins,SMAD/FHA domain,SMAD/FHA domain,FHA domain,P22216,RAD53_YEAST,0.19,,,18148.758,2,330,2,0,2,158,Serine/threonine-protein kinase RAD53,,N,Protein,,"Serine/threonine-protein kinase RAD53,Serine-protein kinase 1,CHEK2 homolog","RAD53,SAD1,YPL153C,MEC2,P2588,SPK1",1
1wr1,Solution NMR,,The complex sturcture of Dsk2p UBA with ubiquitin,"Ohno A,Jee JG,Fujiwara K,Tenno T,Goda N,Tochio H,Hiroaki H,kobayashi H,Shirakawa M",Engineered,,,,,Single wavelength,,,,,,,,,,,,,,,,,,"IPR015940,IPR009060,IPR015496","Ubiquitin-associated domain,UBA-like superfamily,Ubiquilin","1.10.8.10,1.10.8.10","Mainly Alpha,Mainly Alpha","Orthogonal Bundle,Orthogonal Bundle","Helicase\, Ruva Protein; domain 3,Helicase\, Ruva Protein; domain 3","DNA helicase RuvA subunit\, C-terminal domain,Ubiquitin-associated (UBA) domain",,,,,,,,,All alpha proteins,RuvA C-terminal domain-like,UBA-like,UBA domain,P48510,DSK2_YEAST,0.12,,,6181.74,2,268,2,0,2,58,Ubiquitin domain-containing protein DSK2,,N,Protein,Cloning artifact,Ubiquitin domain-containing protein DSK2,"SHE4,YMR276W,DSK2,YM8021.02",2
2ro0,Solution NMR,y,"Solution structure of the knotted tudor domain of the yeast histone acetyltransferase, Esa1","Shimojo H,Sano N,Moriwaki Y,Okuda M,Horikoshi M,Nishimura Y",Engineered,,,,,,,,,,,,,,,,,,,PF11717,Tudor-knot,Tudor,RNA binding activity-knot of a chromodomain,"IPR000953,IPR025995,IPR016197","Chromo/chromo shadow domain,RNA binding activity-knot of a chromodomain,Chromo-like domain superfamily",2.30.30.140,Mainly Beta,Roll,SH3 type barrels.,SH3 type barrels.,2.3.1.48,Histone acetyltransferase,Acetyl-CoA:[protein]-L-lysine acetyltransferase,"Transferases,Acyltransferases,Transferring groups other than amino-acyl groups,Histone acetyltransferase",,,,,,,,,Q08649,ESA1_YEAST,0.2,,,10791.225,1,184,1,0,1,92,Histone acetyltransferase ESA1,,N,Protein,Expression tag,Histone acetyltransferase ESA1,"ESA1,O5257,YOR244W",1
2es6,Solution NMR,,Structure of the SAM domain of Vts1p,Allain FHT,Engineered,,,,,Single wavelength,,,P 1,,,,,,,,,,,PF07647,SAM_2,SAM,SAM domain (Sterile alpha motif),"IPR001660,IPR013761,IPR037635","Sterile alpha motif domain,Sterile alpha motif/pointed domain superfamily,VTS1\, SAM domain",1.10.150.50,Mainly Alpha,Orthogonal Bundle,DNA polymerase; domain 1,"Transcription Factor\, Ets-1",,,,,"GO:0043488,GO:0003729",regulation of mRNA stability,mRNA binding,,,,,,Q08831,VTS1_YEAST,0.15,,,11561.477,1,202,1,0,1,81,Protein VTS1,,N,Protein,Expression tag,"Protein VTS1,VTI1-2 suppressor protein 1","YOR359W,VTS1",1
4uqt,Solution NMR,y,RRM-peptide structure in RES complex,"Tripsianes K,Friberg A,Barrandon C,Seraphin B,Sattler M",Engineered,,,,,,,,P 1,,,,,,,,,,,PF00076,RRM_1,RRM,"RNA recognition motif. (a.k.a. RRM\, RBD\, or RNP domain)","IPR000504,IPR012677,IPR035979","RNA recognition motif domain,Nucleotide-binding alpha-beta plait domain superfamily,RNA-binding domain superfamily","3.30.70.330,3.30.70.330","Alpha Beta,Alpha Beta","2-Layer Sandwich,2-Layer Sandwich","Alpha-Beta Plaits,Alpha-Beta Plaits","Alpha-Beta Plaits,RRM (RNA recognition motif) domain",,,,,GO:0003676,,nucleic acid binding,,,,,,P40565,IST3_YEAST,0.6,25047,,10538.707,2,264,2,0,2,89,U2 snRNP component IST3,,N,Protein,Expression tag,"U2 snRNP component IST3,U2 snRNP protein SNU17,Increased sodium tolerance protein 3","IST3,SNU17,YIR005W,YIB5W",1
4uqt,Solution NMR,y,RRM-peptide structure in RES complex,"Tripsianes K,Friberg A,Barrandon C,Seraphin B,Sattler M",Engineered,,,,,,,,P 1,,,,,,,,,,,,,,,IPR018609,Bud13,,,,,,,,,,,,,,,,,,P46947,CWC26_YEAST,0.13,25047,,4532.087,2,264,2,0,2,35,Pre-mRNA-splicing factor CWC26,,N,Protein,Expression tag,"Bud site selection protein 13,Synthetic lethal with CLF1 protein 7,Pre-mRNA-splicing factor CWC26,Complexed with CEF1 protein 26","SLC7,G1642,YGL174W,BUD13,CWC26",2
5nf8,Solution NMR,y,"Solution structure of detergent-solubilized Rcf1, a yeast mitochondrial inner membrane protein involved in respiratory Complex III/IV supercomplex formation","Zhou S,Pettersson P,Sjoholm J,Sjostrand D,Hogbom M,Brzezinski P,Maler L,Adelroth P",Engineered,,,,,,,,,,,,,,,,,,,PF04588,HIG_1_N,,Hypoxia induced protein conserved region,IPR007667,"Hypoxia induced protein\, domain",,,,,,,,,,"GO:0033617,GO:0097250,GO:0010155,GO:0003674,GO:0005746,GO:0016020,GO:0031966,GO:0031305,GO:0016021,GO:0005739","mitochondrial cytochrome c oxidase assembly,mitochondrial respirasome assembly,regulation of proton transport",molecular_function,"mitochondrial respirasome,membrane,mitochondrial membrane,integral component of mitochondrial inner membrane,integral component of membrane,mitochondrion",,,,,Q03713,RCF1_YEAST,1.0,34115,,20388.496,2,1044,1,0,2,159,"Respiratory supercomplex factor 1\, mitochondrial",,N,Protein,Expression tag,"Altered inheritance of mitochondria protein 31,Respiratory supercomplex factor 1\, mitochondrial","AIM31,YML030W,RCF1",1
1u97,Solution NMR,,Solution Structure of Apo Yeast Cox17,"Abajian C,Yatsunyk LA,Ramirez BE,Rosenzweig AC",Engineered,,,,,Single wavelength,,,,,,,,,,,,,,PF05051,COX17,CHCH,Cytochrome C oxidase copper chaperone (COX17),"IPR007745,IPR009069","Cytochrome c oxidase copper chaperone,Cysteine alpha-hairpin motif superfamily",1.10.287.1130,Mainly Alpha,Orthogonal Bundle,Helix Hairpins,CytochromE C oxidase copper chaperone,,,,,"GO:0033617,GO:0015680,GO:0018343,GO:0006825,GO:0046872,GO:0016531,GO:0005507,GO:1903136,GO:0005758,GO:0005739,GO:0005829","mitochondrial cytochrome c oxidase assembly,protein maturation by copper ion transfer,protein farnesylation,copper ion transport","metal ion binding,copper chaperone activity,copper ion binding,cuprous ion binding","mitochondrial intermembrane space,mitochondrion,cytosol",All alpha proteins,Cysteine alpha-hairpin motif,Cysteine alpha-hairpin motif,COX17-like,Q12287,COX17_YEAST,1.0,,,8069.09,1,138,1,0,1,69,Cytochrome c oxidase copper chaperone,,N,Protein,Initiating methionine,Cytochrome c oxidase copper chaperone,"YLL009C,COX17,L1343",1
1ard,Solution NMR,,STRUCTURES OF DNA-BINDING MUTANT ZINC FINGER DOMAINS: IMPLICATIONS FOR DNA BINDING,"Hoffman RC,Xu RX,Horvath SJ,Herriott JR,Klevit RE",Engineered,,,,,,,,P 1,,,,,,,,,,,PF00096,zf-C2H2,C2H2-zf,"Zinc finger\, C2H2 type","IPR036236,IPR013087","Zinc finger C2H2 superfamily,Zinc finger C2H2-type",,,,,,,,,,GO:0003676,,nucleic acid binding,,Small proteins,beta-beta-alpha zinc fingers,beta-beta-alpha zinc fingers,"Classic zinc finger\, C2H2",P07248,ADR1_YEAST,0.02,,,3600.103,1,59,1,1,1,29,Regulatory protein ADR1,,N,Protein,,Regulatory protein ADR1,"YDR216W,YD8142B.08,ADR1,YD8142.16",1
1a1d,Solution NMR,,"YEAST RNA POLYMERASE SUBUNIT RPB8, NMR, MINIMIZED AVERAGE STRUCTURE, ALPHA CARBONS ONLY","Krapp S,Kelly G,Reischl J,Weinzierl R,Matthews S",Engineered,,,,,,,X-PLOR,P 1,,,X-PLOR,,,,,,,,PF03870,RNA_pol_Rpb8,OB,RNA polymerase Rpb8,"IPR005570,IPR012340","RNA polymerase\, Rpb8,Nucleic acid-binding\, OB-fold",,,,,,2.7.7.6,DNA-directed RNA polymerase,Nucleoside-triphosphate:RNA nucleotidyltransferase (DNA-directed),"Transferases,Transferring phosphorus-containing groups,Nucleotidyltransferases,DNA-directed RNA polymerase","GO:0006351,GO:0006366,GO:0006383,GO:0042254,GO:0006360,GO:0001172,GO:0006386,GO:0042797,GO:0005515,GO:0003677,GO:0003899,GO:0003968,GO:0001054,GO:0001055,GO:0001056,GO:0005634,GO:0005666,GO:0005654,GO:0005736,GO:0005665","transcription\, DNA-templated,transcription by RNA polymerase II,transcription by RNA polymerase III,ribosome biogenesis,transcription by RNA polymerase I,transcription\, RNA-templated,termination of RNA polymerase III transcription,tRNA transcription by RNA polymerase III","protein binding,DNA binding,DNA-directed 5'-3' RNA polymerase activity,RNA-directed 5'-3' RNA polymerase activity,RNA polymerase I activity,RNA polymerase II activity,RNA polymerase III activity","nucleus,RNA polymerase III complex,nucleoplasm,RNA polymerase I complex,RNA polymerase II\, core complex",All beta proteins,OB-fold,Nucleic acid-binding proteins,RNA polymerase subunit RBP8,P20436,RPAB3_YEAST,1.0,,,16525.363,1,292,1,0,1,146,"DNA-directed RNA polymerases I\, II\, and III subunit RPABC3",,N,Protein,,"DNA-directed RNA polymerases I\, II\, and III 14.5 kDa polypeptide,ABC14.4,ABC14.5,DNA-directed RNA polymerases I\, II\, and III subunit RPABC3,RNA polymerases I\, II\, and III subunit ABC3","YOR224C,RPB8,YOR50-14",1
2kq7,Solution NMR,y,Solution structure of the Autophagy-Related Protein Atg8,"Schwarten M,Stoldt M,Mohrluder J,Willbold D",Engineered,,,,,,,,,,,,,,,,,,,PF02991,Atg8,Ubiquitin,Autophagy protein Atg8 ubiquitin like,"IPR004241,IPR029071","Autophagy protein Atg8 ubiquitin-like,Ubiquitin-like domain superfamily",3.10.20.90,Alpha Beta,Roll,Ubiquitin-like (UB roll),"Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A\, domain 1",,,,,"GO:1905153,GO:0006995,GO:0061025,GO:0061709,GO:0034727,GO:0006914,GO:0044805,GO:0015031,GO:0000045,GO:0032258,GO:0071211,GO:0016236,GO:0000422,GO:0006888,GO:0034629,GO:0034497,GO:0016241,GO:0005515,GO:0031386,GO:0008429,GO:0016020,GO:0000421,GO:0031410,GO:0000407,GO:0033110,GO:0120095,GO:0005737,GO:0005773,GO:0000329,GO:0005774,GO:0019898,GO:0005776,GO:0005829","regulation of membrane invagination,cellular response to nitrogen starvation,membrane fusion,reticulophagy,piecemeal microautophagy of the nucleus,autophagy,late nucleophagy,protein transport,autophagosome assembly,cytoplasm to vacuole transport by the Cvt pathway,protein targeting to vacuole involved in autophagy,macroautophagy,autophagy of mitochondrion,endoplasmic reticulum to Golgi vesicle-mediated transport,cellular protein-containing complex localization,protein localization to phagophore assembly site,regulation of macroautophagy","protein binding,protein tag,phosphatidylethanolamine binding","membrane,autophagosome membrane,cytoplasmic vesicle,phagophore assembly site,Cvt vesicle membrane,vacuole-isolation membrane contact site,cytoplasm,vacuole,fungal-type vacuole membrane,vacuolar membrane,extrinsic component of membrane,autophagosome,cytosol",,,,,P38182,ATG8_YEAST,1.0,16120,,13792.94,1,238,1,0,1,119,Autophagy-related protein 8,,N,Protein,Expression tag,"Autophagy-related ubiquitin-like modifier ATG8,Cytoplasm to vacuole targeting protein 5,Autophagy-related protein 8","YBL078C,ATG8,CVT5,AUT7,APG8,YBL0732",1
2jps,Solution NMR,y,NAB2 N-terminal domain,"Grant R,Marshall NJ,Yang J,Fasken M,Kelly S,Harreman MT,Neuhaus D,Corbett AH,Stewart M",Engineered,,,,,,,,,,,,,,,,,,,PF11517,Nab2,,Nuclear abundant poly(A) RNA-bind protein 2 (Nab2),"IPR021083,IPR043094","Nuclear abundant poly(A) RNA-binding protein Nab2\, N-terminal,Nuclear abundant poly(A) RNA-binding protein Nab2\, N-terminal domain superfamily","1.10.340.40,1.10.340.40","Mainly Alpha,Mainly Alpha","Orthogonal Bundle,Orthogonal Bundle","Endonuclease III; domain 1,Endonuclease III; domain 1","Endonuclease III; domain 1,Nuclear abundant poly(A) RNA-bind protein 2\, N-terminal domain",,,,,,,,,,,,,P32505,NAB2_YEAST,0.2,15263,,11461.874,1,210,1,0,1,105,Nuclear polyadenylated RNA-binding protein NAB2,,N,Protein,,Nuclear polyadenylated RNA-binding protein NAB2,"YGL122C,NAB2",1
1k3n,Solution NMR,y,NMR Structure of the FHA1 Domain of Rad53 in Complex with a Rad9-derived Phosphothreonine (at T155) Peptide,"Yuan C,Yongkiettrakul S,Byeon I-JL,Zhou S,Tsai M-D",Engineered,,,,,Single wavelength,,,,,,,,,,,,,,PF00498,FHA,SMAD-FHA,FHA domain,"IPR000253,IPR008984","Forkhead-associated (FHA) domain,SMAD/FHA domain superfamily",2.60.200.20,Mainly Beta,Sandwich,Tumour Suppressor Smad4,Tumour Suppressor Smad4,2.7.12.1,Dual-specificity kinase,ATP:protein phosphotransferase (Ser/Thr- and Tyr-phosphorylating),"Transferases,Transferring phosphorus-containing groups,Dual-specificity kinases (those acting on Ser/Thr and Tyr residues),Dual-specificity kinase",,,,,All beta proteins,SMAD/FHA domain,SMAD/FHA domain,FHA domain,P22216,RAD53_YEAST,0.18,,,17093.49,2,328,2,0,2,151,Serine/threonine-protein kinase RAD53,,N,Protein,,"Serine/threonine-protein kinase RAD53,Serine-protein kinase 1,CHEK2 homolog","RAD53,SAD1,YPL153C,MEC2,P2588,SPK1",1
1cg7,Solution NMR,,HMG PROTEIN NHP6A FROM SACCHAROMYCES CEREVISIAE,"Allain FHT,Yen YM,Masse JE,Schultze P,Dieckmann T,Johnson RC,Feigon J",Engineered,,,,,,,,P 1,,,,,,,,,,,PF00505,HMG_box,HMG-box,HMG (high mobility group) box,"IPR036910,IPR009071","High mobility group box domain superfamily,High mobility group box domain",1.10.30.10,Mainly Alpha,Orthogonal Bundle,"DNA Binding (I)\, subunit A",High mobility group box domain,,,,,"GO:0043392,GO:0006298,GO:0051123,GO:0006281,GO:0006338,GO:0006974,GO:0006357,GO:0034724,GO:0001195,GO:0070898,GO:0065004,GO:0005515,GO:0003677,GO:0032407,GO:0008301,GO:0031491,GO:0005634,GO:0032993,GO:0005694,GO:0000790","negative regulation of DNA binding,mismatch repair,RNA polymerase II preinitiation complex assembly,DNA repair,chromatin remodeling,cellular response to DNA damage stimulus,regulation of transcription by RNA polymerase II,DNA replication-independent nucleosome organization,maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase III promoter,RNA polymerase III preinitiation complex assembly,protein-DNA complex assembly","protein binding,DNA binding,MutSalpha complex binding,DNA binding\, bending,nucleosome binding","nucleus,protein-DNA complex,chromosome,nuclear chromatin",All alpha proteins,HMG-box,HMG-box,HMG-box,P11632,NHP6A_YEAST,1.0,,,10824.364,1,186,1,0,1,93,Non-histone chromosomal protein 6A,,N,Protein,,Non-histone chromosomal protein 6A,"NHP6A,YPR052C,YP9499.09C,NHPA",1
1arf,Solution NMR,,STRUCTURES OF DNA-BINDING MUTANT ZINC FINGER DOMAINS: IMPLICATIONS FOR DNA BINDING,"Hoffman RC,Xu RX,Horvath SJ,Herriott JR,Klevit RE",Engineered,,,,,,,,P 1,,,,,,,,,,,PF00096,zf-C2H2,C2H2-zf,"Zinc finger\, C2H2 type","IPR036236,IPR013087","Zinc finger C2H2 superfamily,Zinc finger C2H2-type",,,,,,,,,,GO:0003676,,nucleic acid binding,,Small proteins,beta-beta-alpha zinc fingers,beta-beta-alpha zinc fingers,"Classic zinc finger\, C2H2",P07248,ADR1_YEAST,0.02,,,3625.13,1,59,1,1,1,29,Regulatory protein ADR1,,N,Protein,Conflict,Regulatory protein ADR1,"YDR216W,YD8142B.08,ADR1,YD8142.16",1
1kxl,Solution NMR,,Solution Structure of the Cdc13 DNA-binding Domain in a Complex with Single-Stranded Telomeric DNA (DNA structure not modeled),"Mitton-Fry RM,Anderson EM,Wuttke DS",Engineered,,,,,Single wavelength,,,,,,,,,,,,,,PF02765,POT1,OB,Telomeric single stranded DNA binding POT1/CDC13,"IPR012340,IPR011564","Nucleic acid-binding\, OB-fold,Telomeric single stranded DNA binding POT1/Cdc13",2.40.50.140,Mainly Beta,Beta Barrel,"OB fold (Dihydrolipoamide Acetyltransferase\, E2P)",Nucleic acid-binding proteins,,,,,"GO:0000723,GO:0003677,GO:0000784",telomere maintenance,DNA binding,"nuclear chromosome\, telomeric region",All beta proteins,OB-fold,Nucleic acid-binding proteins,"Single strand DNA-binding domain\, SSB",P32797,CDC13_YEAST,0.22,,,23575.127,1,398,1,0,1,187,Cell division control protein 13,,N,Protein,Cloning artifact,Cell division control protein 13,"CDC13,YDL220C",1
